Id	Form	Lemma	UPosTag	XPosTag	Feats	Head	DepRel	Deps	Misc
1052	темненький	темненький	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	1053	amod	_	@fai1992m-words#@fai1992m#1612.541#1612.905
1053	парень	парень	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	1057	nsubj	_	@fai1992m-words#@fai1992m#1612.905#1613.27
1054	/	/	PUNCT	_	_	1055	punct	_	@fai1992m-words#@fai1992m#1613.27#1613.635
1055	иии	иии	INTJ	_		1053	appos	_	@fai1992m-words#@fai1992m#1613.635#1614.0
1056	ммм	ммм	INTJ	_		1055	nmod	_	@fai1992m-words#@fai1992m#1620.212#1620.531
1057	нет	нет	PART	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	1020	conj	_	@fai1992m-words#@fai1992m#1620.531#1620.85
1058	абсолютно	абсолютно	ADV	_	Degree=Pos	1062	advmod	_	@fai1992m-words#@fai1992m#1620.85#1621.17
1059	/	/	PUNCT	_	_	1058	punct	_	@fai1992m-words#@fai1992m#1621.17#1621.489
1060	ну	ну	PART	_	_	1062	parataxis	_	@fai1992m-words#@fai1992m#1621.489#1621.809
1061	/	/	PUNCT	_	_	1060	punct	_	@fai1992m-words#@fai1992m#1621.809#1622.128
1062	вот	вот	PART	_	_	1070	advmod	_	@fai1992m-words#@fai1992m#1622.128#1622.448
1063	/	/	PUNCT	_	_	1070	punct	_	@fai1992m-words#@fai1992m#1622.448#1622.767
1064	опять	опять	ADV	_	Degree=Pos	1070	obl	_	@fai1992m-words#@fai1992m#1622.767#1623.087
1065	же	же	PART	_	_	1064	advmod	_	@fai1992m-words#@fai1992m#1623.087#1623.406
1066	/	/	PUNCT	_	_	1067	punct	_	@fai1992m-words#@fai1992m#1623.406#1623.726
1067	что	что	SCONJ	_	Case=Acc	1064	parataxis	_	@fai1992m-words#@fai1992m#1623.726#1624.045
1068	/	/	PUNCT	_	_	1067	punct	_	@fai1992m-words#@fai1992m#1624.045#1624.365
1069	о	о	ADP	_	_	1070	case	_	@fai1992m-words#@fai1992m#1624.365#1624.684
1070	чем	что	SCONJ	_	Case=Loc	1082	obl	_	@fai1992m-words#@fai1992m#1624.684#1625.004
1071	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	1073	nsubj	_	@fai1992m-words#@fai1992m#1625.004#1625.323
1072	сейчас	сейчас	ADV	_	Degree=Pos	1073	advmod	_	@fai1992m-words#@fai1992m#1625.323#1625.643
1073	говоришь	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	1082	advcl	_	@fai1992m-words#@fai1992m#1625.643#1625.962
1074	/	/	PUNCT	_	_	1076	punct	_	@fai1992m-words#@fai1992m#1625.962#1626.282
1075	националистических	националистический	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	1076	amod	_	@fai1992m-words#@fai1992m#1626.282#1626.601
1076	взглядов	взгляд	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	1073	obl	_	@fai1992m-words#@fai1992m#1626.601#1626.921
1077	эээ	эээ	INTJ	_		1076	flat:foreign	_	@fai1992m-words#@fai1992m#1627.962#1628.598
1078	/	/	PUNCT	_	_	1073	punct	_	@fai1992m-words#@fai1992m#1628.598#1629.235
1079	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	1082	nsubj	_	@fai1992m-words#@fai1992m#1629.235#1629.871
1080	вот	вот	PART	_	_	1081	advmod	_	@fai1992m-words#@fai1992m#1629.871#1630.508
1081	музыкой	музыка	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	1082	obl	_	@fai1992m-words#@fai1992m#1630.508#1631.144
1082	занимаюсь	заниматься	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid	1057	conj	_	@fai1992m-words#@fai1992m#1631.144#1631.781
